Wall time,Step,Value
1615102405.321678,0,0.1449587494134903
1615102405.816956,1,0.06942931562662125
1615102406.285853,2,0.06149289757013321
1615102406.729451,3,0.05897337570786476
1615102407.190602,4,0.05972610041499138
1615102407.639341,5,0.05822518840432167
1615102408.091463,6,0.05595945939421654
1615102408.511743,7,0.055603306740522385
1615102408.977989,8,0.05421333387494087
1615102409.403982,9,0.05256757512688637
1615102409.818803,10,0.05400409549474716
1615102410.285895,11,0.0506865493953228
1615102410.769666,12,0.04828917607665062
1615102411.330415,13,0.04641946032643318
1615102411.817299,14,0.04774320498108864
1615102412.235539,15,0.05068846419453621
1615102413.028032,16,0.04656088352203369
1615102413.459132,17,0.04530985653400421
1615102414.867205,18,0.04342173412442207
1615102415.842123,19,0.04388882964849472
1615102416.256186,20,0.04809025675058365
1615102416.657511,21,0.04258124530315399
1615102417.100589,22,0.04422014579176903
1615102417.511489,23,0.04167482629418373
1615102418.015747,24,0.044451192021369934
1615102418.415235,25,0.04140820726752281
1615102418.819896,26,0.04037410765886307
1615102419.293617,27,0.04044840857386589
1615102419.736753,28,0.04006194695830345
1615102420.162514,29,0.03982052206993103
1615102420.704717,30,0.040304239839315414
1615102421.160547,31,0.040129005908966064
1615102421.599497,32,0.03957067430019379
1615102422.041562,33,0.04122834652662277
1615102422.490992,34,0.03904780372977257
1615102422.864465,35,0.03994574025273323
1615102423.312645,36,0.03863156959414482
1615102423.706257,37,0.03856021910905838
1615102424.21081,38,0.03898967057466507
1615102424.629664,39,0.03718070685863495
1615102425.034586,40,0.03716320917010307
1615102425.463675,41,0.03711845353245735
1615102425.8853,42,0.03620310500264168
1615102426.294209,43,0.03716104105114937
1615102426.696224,44,0.036844950169324875
1615102427.094058,45,0.03698942810297012
1615102427.566332,46,0.03689604252576828
1615102427.970834,47,0.037815455347299576
1615102428.406088,48,0.03686707839369774
1615102428.93019,49,0.03685338795185089
1615102429.353211,50,0.03558271378278732
1615102429.776233,51,0.03684088587760925
1615102430.747314,52,0.0357157364487648
1615102431.490264,53,0.03553053364157677
1615102431.921608,54,0.03691638633608818
1615102432.312336,55,0.035472895950078964
1615102432.726652,56,0.035145796835422516
1615102433.1245,57,0.034577734768390656
1615102433.540496,58,0.03490772098302841
1615102434.020343,59,0.03427773714065552
1615102434.47736,60,0.03576139360666275
1615102434.925711,61,0.03455229476094246
1615102435.443712,62,0.03523719683289528
1615102435.859778,63,0.03431616723537445
1615102436.300525,64,0.034636471420526505
1615102436.748555,65,0.034640852361917496
1615102437.199344,66,0.0336674228310585
1615102437.616264,67,0.03446667641401291
1615102438.076309,68,0.03452935442328453
1615102438.49336,69,0.03380773589015007
1615102438.917769,70,0.03400113061070442
1615102439.349434,71,0.033444277942180634
1615102439.868843,72,0.03302118182182312
1615102440.321988,73,0.033446624875068665
1615102440.740572,74,0.03303417190909386
1615102441.186665,75,0.03361157327890396
1615102441.673282,76,0.033386729657649994
1615102442.266997,77,0.03353166580200195
