Wall time,Step,Value
1615104505.657043,5,0.13315382599830627
1615104507.029568,6,0.12889434397220612
1615104512.551996,10,0.10858139395713806
1615104514.029785,11,0.10265347361564636
1615104516.61126,13,0.08890501409769058
1615104517.880044,14,0.08262002468109131
1615104519.12444,15,0.07673702389001846
1615104523.134817,18,0.06648057699203491
1615104524.617752,19,0.06556539237499237
1615104526.029723,20,0.06477131694555283
1615104531.509055,24,0.06224218010902405
1615104555.012328,33,0.057838648557662964
1615104556.121875,34,0.05798206850886345
1615104558.208004,36,0.05800384655594826
1615104562.559287,40,0.05678057298064232
1615104565.38957,42,0.05672590062022209
1615104567.368076,44,0.05670630931854248
1615104568.357111,45,0.05545517057180405
1615104570.587273,47,0.055324334651231766
1615104573.139982,49,0.05574300140142441
1615104574.461532,50,0.056103821843862534
1615104577.559075,53,0.0545775443315506
1615104578.663591,54,0.054717037826776505
1615104579.612415,55,0.055451542139053345
1615104580.677891,56,0.05479450151324272
1615104581.591155,57,0.054012298583984375
1615104586.105019,61,0.054348837584257126
1615104588.319637,63,0.054193850606679916
1615104590.47638,65,0.05410689860582352
1615104591.556163,66,0.05388077720999718
1615104592.60346,67,0.05346054956316948
1615104593.647466,68,0.05335560441017151
1615104596.789999,71,0.05339648947119713
1615104597.864613,72,0.053264275193214417
1615104598.972199,73,0.05326336249709129
1615104600.066202,74,0.05337183550000191
1615104608.007157,79,0.05313479155302048
1615104613.185204,84,0.05203564837574959
1615104614.373164,85,0.05232873186469078
1615104615.636517,86,0.05242374911904335
1615104616.7852,87,0.051937006413936615
1615104618.207375,88,0.05183720216155052
1615104619.537699,89,0.0520746111869812
1615104624.934047,94,0.052569884806871414
1615104633.377596,102,0.05225079879164696
1615104638.716718,105,0.05105634778738022
1615104639.801183,106,0.05090542137622833
1615104647.271994,113,0.05040925368666649
1615104650.422286,116,0.051015447825193405
1615104652.68013,118,0.050017695873975754
1615104653.66537,119,0.04982683062553406
1615104658.764124,124,0.049939919263124466
1615104660.854985,125,0.04962627589702606
1615104664.910154,126,0.05041831359267235
1615104668.13007,129,0.0508246012032032
1615104669.04092,130,0.050304803997278214
1615104676.281357,137,0.049154847860336304
1615104678.581336,139,0.048982247710227966
1615104680.580603,141,0.04896280914545059
1615104681.569409,142,0.04907409846782684
1615104682.624161,143,0.04954836890101433
1615104683.622846,144,0.04906799644231796
1615104689.964375,150,0.04844173043966293
1615104692.926751,153,0.048841845244169235
1615104694.936716,155,0.04842396453022957
1615104696.941211,157,0.04814961180090904
1615104698.080853,158,0.04841708019375801
1615104699.121901,159,0.04805514216423035
1615104702.21738,162,0.04831836372613907
1615104705.178366,165,0.04893669858574867
1615104707.134324,167,0.04738837108016014
1615104708.315185,168,0.04862026870250702
1615104711.54585,171,0.04760252684354782
1615104716.625833,176,0.04816928505897522
1615104717.645059,177,0.047310713678598404
1615104718.744891,178,0.04752377048134804
1615104720.808929,180,0.04780864343047142
1615104723.951058,183,0.046970877796411514
1615104726.464742,185,0.04712889343500137
1615104727.398852,186,0.047114841639995575
1615104729.42131,188,0.047548312693834305
1615104731.599378,190,0.04707774519920349
1615104732.685948,191,0.04720756411552429
1615104739.758554,198,0.04733046889305115
1615104752.069204,6,0.04619257152080536
1615104753.182645,7,0.046977750957012177
1615104754.300063,8,0.046234942972660065
1615104759.10269,12,0.045905422419309616
1615104762.254188,15,0.046340662986040115
1615104765.647813,18,0.04591868817806244
1615104770.075243,22,0.045995935797691345
1615104771.31419,23,0.04595831781625748
1615104773.495857,25,0.045837659388780594
1615104774.508311,26,0.04590563476085663
1615104776.252158,27,0.045282814651727676
1615104778.434858,29,0.04558904469013214
1615104781.672033,32,0.04600900411605835
1615104782.910165,33,0.04558518901467323
1615104784.126564,34,0.04591888561844826
1615104787.609153,37,0.04574272781610489
1615104799.468862,47,0.04594230279326439
1615104801.857189,49,0.04521910473704338
1615104808.967212,55,0.04507286474108696
1615104812.880445,58,0.044377993792295456
1615104814.040163,59,0.04505675658583641
1615104815.153993,60,0.04479832947254181
1615104816.312868,61,0.044823043048381805
1615104818.521831,63,0.04440905153751373
1615104823.237671,67,0.04467683658003807
1615104825.570619,69,0.04465856775641441
1615104828.031119,71,0.044667135924100876
1615104830.304694,73,0.044606760144233704
1615104836.144755,78,0.04428328201174736
1615104838.289217,80,0.044152580201625824
1615104843.239316,84,0.04422476515173912
1615104849.026421,89,0.04404957965016365
1615104851.485636,91,0.04387038201093674
1615104852.655214,92,0.043955136090517044
1615104858.47407,97,0.043454449623823166
1615104859.627796,98,0.043566685169935226
1615104860.775857,99,0.04370260238647461
1615104863.029337,101,0.04326498135924339
1615104864.048449,102,0.04431527107954025
1615104865.124102,103,0.04365262761712074
1615104869.359027,107,0.04401933029294014
1615104870.523919,108,0.0434948205947876
1615104872.709178,110,0.0431240014731884
1615104876.119894,113,0.04325989633798599
1615104880.576385,117,0.04397395998239517
1615104881.759001,118,0.04364107921719551
1615104882.777959,119,0.04313831776380539
1615104883.900235,120,0.043268099427223206
1615104886.344694,122,0.04292899742722511
1615104889.825855,125,0.04312852770090103
1615104891.518106,126,0.04292218014597893
1615104892.621699,127,0.04331890493631363
1615104896.164122,130,0.04282858967781067
1615104897.345613,131,0.04329456388950348
1615104899.606896,133,0.0427933931350708
1615104906.330111,139,0.042869701981544495
1615104909.103984,141,0.04285966977477074
1615104912.480187,144,0.04281455650925636
1615104913.717901,145,0.04301467537879944
1615104915.898083,147,0.04297677427530289
1615104916.973735,148,0.042702458798885345
1615104922.553047,153,0.04217094928026199
1615104923.649634,154,0.042944639921188354
1615104926.46293,156,0.04237337037920952
1615104928.752516,158,0.042332328855991364
1615104929.884133,159,0.0424015074968338
1615104931.269477,160,0.04271892085671425
1615104934.666008,163,0.04193509742617607
1615104939.099499,167,0.042790915817022324
1615104942.542064,170,0.04265144467353821
1615104943.702077,171,0.042116884142160416
1615104945.915471,173,0.04227687418460846
1615104950.966782,177,0.04248045012354851
1615104952.052964,178,0.04225153475999832
1615104953.186635,179,0.043154891580343246
1615104955.51343,181,0.04182615503668785
1615104956.474399,182,0.041930437088012695
1615104962.104192,186,0.04222885146737099
1615104963.503813,187,0.041843049228191376
1615104964.641236,188,0.04204552248120308
