Wall time,Step,Value
1615096897.703852,0,0.2454064041376114
1615096898.730641,1,0.12948425114154816
1615096899.869883,2,0.11375860869884491
1615096900.809415,3,0.09982334822416306
1615096901.875927,4,0.08633524179458618
1615096902.795638,5,0.07616060972213745
1615096903.938861,6,0.06925574690103531
1615096904.913703,7,0.06568730622529984
1615096905.893356,8,0.06382724642753601
1615096908.278249,9,0.062443044036626816
1615096909.223279,10,0.06147497892379761
1615096910.344864,11,0.06030659377574921
1615096911.712337,12,0.05984043329954147
1615096912.598833,13,0.05956236645579338
1615096913.655061,14,0.06000370904803276
1615096914.474617,15,0.058743998408317566
1615096915.404699,16,0.05786321684718132
1615096921.925866,17,0.057752374559640884
1615096923.435154,18,0.05776042863726616
1615096924.823717,19,0.057707514613866806
1615096925.962564,20,0.057994209229946136
1615096927.182237,21,0.0570078007876873
1615096928.36602,22,0.05613217502832413
1615096929.360362,23,0.056210000067949295
1615096931.273939,24,0.05679996311664581
1615096932.294263,25,0.05647971108555794
1615096933.494092,26,0.056751687079668045
1615096934.546746,27,0.05569731071591377
1615096935.547163,28,0.05650913715362549
1615096936.613268,29,0.0550033263862133
1615096937.861754,30,0.05494402348995209
1615096938.834769,31,0.055297162383794785
1615096939.936022,32,0.05533629655838013
1615096940.97968,33,0.05444386601448059
1615096942.122172,34,0.05486730486154556
1615096943.074752,35,0.05544337257742882
1615096944.17406,36,0.054729580879211426
1615096945.081801,37,0.05393050238490105
1615096946.102581,38,0.05429515242576599
1615096947.267758,39,0.05530479550361633
1615096947.932183,40,0.056369420140981674
1615096948.598037,41,0.055934399366378784
1615096949.599389,42,0.054871149361133575
1615096950.721171,43,0.055229589343070984
1615096952.578699,44,0.05327589809894562
1615096953.381054,45,0.053175367414951324
1615096954.032788,46,0.05256594344973564
1615096954.858804,47,0.05332159996032715
1615096955.827852,48,0.053237270563840866
1615096956.566074,49,0.053054094314575195
1615096957.411534,50,0.05288093909621239
1615096958.313885,51,0.05330491438508034
1615096959.133186,52,0.05302783474326134
1615096960.149566,53,0.052023328840732574
1615096961.039192,54,0.051602356135845184
1615096961.854887,55,0.05219903215765953
1615096962.596224,56,0.052184827625751495
1615096963.298851,57,0.05140456184744835
1615096964.216938,58,0.05270987004041672
1615096965.080812,59,0.051404163241386414
1615096965.77339,60,0.051939707249403
1615096966.428392,61,0.05107799917459488
1615096967.157433,62,0.05159667879343033
1615096967.782543,63,0.0514204278588295
1615096968.444017,64,0.051071714609861374
1615096969.130832,65,0.050639525055885315
1615096969.810193,66,0.05059786140918732
1615096970.469003,67,0.050109315663576126
1615096971.170468,68,0.050304364413022995
1615096971.846887,69,0.051204320043325424
1615096972.599322,70,0.0502348318696022
1615096973.362062,71,0.05109494552016258
1615096974.050706,72,0.05132834240794182
1615096974.720155,73,0.0507185161113739
1615096975.480268,74,0.05065144598484039
1615096976.154155,75,0.05072791129350662
1615096976.834843,76,0.05135162174701691
1615096977.560654,77,0.05026170238852501
1615096978.311235,78,0.049506425857543945
1615096979.370038,79,0.05026116967201233
1615096980.431043,80,0.050212811678647995
1615096981.116746,81,0.05010741576552391
1615096981.80228,82,0.050014812499284744
1615096982.456635,83,0.04857814684510231
1615096983.139936,84,0.04961341619491577
1615096983.838106,85,0.0491609163582325
1615096984.55417,86,0.04898485913872719
1615096985.191416,87,0.04934301599860191
1615096985.851697,88,0.048467088490724564
1615096986.563273,89,0.0485515259206295
1615096987.232184,90,0.04834764450788498
1615096987.954496,91,0.04856737703084946
1615096988.583329,92,0.048528652638196945
1615096989.220548,93,0.04783785715699196
1615096989.884873,94,0.04839801415801048
1615096990.506221,95,0.04772600904107094
1615096991.11365,96,0.04844889044761658
1615096991.7201,97,0.04870712757110596
1615096992.342632,98,0.048254989087581635
1615096993.01296,99,0.04741901159286499
1615096993.752102,100,0.047439344227313995
1615096994.449269,101,0.048169124871492386
1615096995.147971,102,0.04816508665680885
1615096995.809,103,0.04776347428560257
1615096996.519949,104,0.04744064807891846
1615096997.182366,105,0.04901054501533508
1615096997.799059,106,0.04705481231212616
1615096998.434263,107,0.047192130237817764
1615096999.031186,108,0.0479324571788311
1615096999.753185,109,0.047117628157138824
1615097000.572769,110,0.04735017195343971
1615097001.418657,111,0.04692269116640091
1615097002.166785,112,0.04714612290263176
1615097002.959685,113,0.04680363088846207
1615097003.887224,114,0.04678884521126747
1615097004.776253,115,0.04590943083167076
1615097005.655636,116,0.04846586659550667
1615097006.492149,117,0.04663214832544327
1615097007.328529,118,0.04669314622879028
1615097008.195828,119,0.047645412385463715
1615097008.891581,120,0.04720772057771683
1615097009.981965,121,0.046816591173410416
1615097011.040094,122,0.046490851789712906
1615097011.963812,123,0.04832777753472328
1615097012.90154,124,0.04519804194569588
1615097013.813821,125,0.04703103378415108
1615097014.562783,126,0.04684087261557579
1615097015.382867,127,0.046982597559690475
1615097016.168397,128,0.04600604996085167
1615097017.159957,129,0.046759169548749924
1615097017.900819,130,0.04472307860851288
1615097018.64848,131,0.046051811426877975
1615097019.372682,132,0.04667775332927704
1615097020.167767,133,0.04610959440469742
1615097020.964628,134,0.046012863516807556
1615097021.819221,135,0.04643389582633972
1615097022.572552,136,0.045961786061525345
1615097023.307349,137,0.04561252519488335
1615097024.245914,138,0.045778948813676834
1615097025.01565,139,0.04497354105114937
1615097025.803497,140,0.044504061341285706
1615097026.737038,141,0.04562307149171829
1615097027.487636,142,0.045390985906124115
1615097028.317371,143,0.04533616080880165
1615097029.440425,144,0.04429374635219574
1615097030.337426,145,0.04295365512371063
1615097031.221365,146,0.044190552085638046
1615097032.040776,147,0.04568280279636383
1615097032.904668,148,0.045163389295339584
1615097033.89852,149,0.045020923018455505
1615097034.651258,150,0.044228445738554
1615097035.360343,151,0.04396986588835716
1615097036.075732,152,0.04520697519183159
1615097036.761773,153,0.04541855305433273
1615097037.455666,154,0.04461036995053291
1615097038.105347,155,0.04411911591887474
1615097038.70839,156,0.04471525177359581
1615097039.325152,157,0.04430634155869484
1615097040.018429,158,0.04475671797990799
1615097040.931185,159,0.04333045333623886
1615097041.626942,160,0.04425632208585739
1615097042.521632,161,0.04378775507211685
1615097043.162474,162,0.04446031525731087
1615097043.803817,163,0.043795108795166016
1615097044.420988,164,0.04459001123905182
1615097045.035601,165,0.04368286207318306
1615097045.622209,166,0.04440732300281525
1615097046.213833,167,0.0434357114136219
1615097046.880167,168,0.04491841048002243
1615097047.506808,169,0.04395067319273949
1615097048.104471,170,0.04400043189525604
1615097048.932384,171,0.04428970813751221
1615097049.595726,172,0.043813128024339676
1615097050.215312,173,0.04223567992448807
1615097050.849429,174,0.04456741362810135
1615097051.693995,175,0.04429209977388382
1615097052.347481,176,0.042860254645347595
1615097053.057663,177,0.04214613139629364
1615097053.769908,178,0.042291756719350815
1615097054.506683,179,0.04355010390281677
1615097055.632833,180,0.042933858931064606
1615097056.719073,181,0.04279573634266853
1615097057.505504,182,0.04223034530878067
1615097058.266922,183,0.04304438456892967
1615097059.272026,184,0.04363775998353958
1615097059.981764,185,0.04195549711585045
1615097060.601001,186,0.04297702759504318
1615097061.25573,187,0.04181933030486107
1615097061.910035,188,0.04193614050745964
1615097062.605197,189,0.04395594075322151
1615097063.323121,190,0.041735440492630005
1615097063.959148,191,0.04208961874246597
1615097064.570555,192,0.04188254475593567
1615097065.350066,193,0.0430220291018486
1615097066.00117,194,0.042364973574876785
1615097066.62314,195,0.042930927127599716
1615097067.324137,196,0.04311738535761833
1615097067.964711,197,0.04104433208703995
1615097068.594141,198,0.041473641991615295
1615097069.216347,199,0.04364806413650513
1615097069.874766,200,0.04292742535471916
1615097070.734421,201,0.0439046211540699
1615097071.34262,202,0.04132033511996269
1615097072.091052,203,0.041173070669174194
