Wall time,Step,Value
1615096897.72422,0,0.9234285950660706
1615096898.730896,1,0.9637143015861511
1615096899.870134,2,0.9637143015861511
1615096900.809689,3,0.9637143015861511
1615096901.876215,4,0.9671428799629211
1615096902.795898,5,0.9765714406967163
1615096903.939343,6,0.9811428785324097
1615096904.913957,7,0.9837142825126648
1615096905.893608,8,0.9834285974502563
1615096908.278691,9,0.9845714569091797
1615096909.223816,10,0.9845714569091797
1615096910.345132,11,0.9851428866386414
1615096911.712588,12,0.9837142825126648
1615096912.599106,13,0.9845714569091797
1615096913.655312,14,0.9845714569091797
1615096914.474886,15,0.9842857122421265
1615096915.404955,16,0.9837142825126648
1615096921.926191,17,0.9842857122421265
1615096923.435532,18,0.9845714569091797
1615096924.824032,19,0.9854285717010498
1615096925.962827,20,0.984000027179718
1615096927.182503,21,0.9837142825126648
1615096928.366283,22,0.9851428866386414
1615096929.360837,23,0.9848571419715881
1615096931.274324,24,0.9834285974502563
1615096932.294852,25,0.9854285717010498
1615096933.494579,26,0.9845714569091797
1615096934.547007,27,0.9851428866386414
1615096935.547676,28,0.9842857122421265
1615096936.613955,29,0.9851428866386414
1615096937.862259,30,0.9854285717010498
1615096938.835153,31,0.9842857122421265
1615096939.936436,32,0.9848571419715881
1615096940.980171,33,0.9854285717010498
1615096942.122806,34,0.9848571419715881
1615096943.075013,35,0.9851428866386414
1615096944.17438,36,0.9857142567634583
1615096945.082067,37,0.9845714569091797
1615096946.10305,38,0.9842857122421265
1615096947.268341,39,0.9842857122421265
1615096947.93258,40,0.9831428527832031
1615096948.598633,41,0.9842857122421265
1615096949.599649,42,0.9848571419715881
1615096950.721431,43,0.9848571419715881
1615096952.578954,44,0.9854285717010498
1615096953.381335,45,0.9848571419715881
1615096954.033044,46,0.984000027179718
1615096954.859064,47,0.9854285717010498
1615096955.8284,48,0.9845714569091797
1615096956.566354,49,0.9848571419715881
1615096957.411795,50,0.9848571419715881
1615096958.314163,51,0.9842857122421265
1615096959.133446,52,0.9862856864929199
1615096960.150006,53,0.9842857122421265
1615096961.039696,54,0.9834285974502563
1615096961.855141,55,0.9854285717010498
1615096962.596477,56,0.9851428866386414
1615096963.299108,57,0.9862856864929199
1615096964.21719,58,0.9857142567634583
1615096965.08153,59,0.9851428866386414
1615096965.773804,60,0.9845714569091797
1615096966.428642,61,0.9848571419715881
1615096967.15789,62,0.9857142567634583
1615096967.782805,63,0.984000027179718
1615096968.44428,64,0.9854285717010498
1615096969.131083,65,0.9851428866386414
1615096969.810446,66,0.9848571419715881
1615096970.469523,67,0.9848571419715881
1615096971.17074,68,0.9868571162223816
1615096971.847184,69,0.9848571419715881
1615096972.599743,70,0.9851428866386414
1615096973.362326,71,0.9868571162223816
1615096974.05096,72,0.9842857122421265
1615096974.720417,73,0.9857142567634583
1615096975.480526,74,0.9860000014305115
1615096976.154412,75,0.9857142567634583
1615096976.835098,76,0.9845714569091797
1615096977.560916,77,0.9851428866386414
1615096978.311498,78,0.9851428866386414
1615096979.370565,79,0.9854285717010498
1615096980.431316,80,0.9860000014305115
1615096981.117012,81,0.9854285717010498
1615096981.802552,82,0.9848571419715881
1615096982.457166,83,0.9860000014305115
1615096983.140267,84,0.9862856864929199
1615096983.838372,85,0.9854285717010498
1615096984.554422,86,0.9851428866386414
