Epoch,Train_Accuracy
129,0.989142835
130,0.99000001
131,0.989714265
132,0.989714265
133,0.98942858
134,0.989714265
135,0.989714265
136,0.989714265
137,0.98942858
138,0.989714265
139,0.989142835
140,0.989714265
141,0.989142835
142,0.989714265
143,0.989714265
144,0.99000001
145,0.98885715
146,0.98942858
147,0.990285695
148,0.98942858
149,0.990285695
150,0.99000001
151,0.989714265
152,0.98942858
153,0.989142835
154,0.98942858
155,0.989714265
156,0.98885715
157,0.989714265
158,0.98942858
159,0.99000001
160,0.98885715
161,0.989714265
162,0.990285695
163,0.99000001
164,0.98942858
165,0.99000001
166,0.989714265
167,0.989714265
168,0.989142835
169,0.989714265
170,0.989142835
171,0.989714265
172,0.99000001
173,0.98942858
174,0.99000001
175,0.989142835
176,0.990285695
177,0.989714265
178,0.98942858
179,0.98942858
180,0.99000001
181,0.989714265
182,0.98942858
183,0.99000001
184,0.989714265
185,0.99000001
186,0.989714265
187,0.989714265
188,0.98942858
189,0.989142835
190,0.99000001
191,0.98942858
192,0.99000001
193,0.98885715
194,0.989714265
195,0.99000001
196,0.989714265
197,0.98942858
198,0.989714265
199,0.989714265
200,0.989714265
201,0.99000001
202,0.99000001
203,0.98942858
204,0.989714265
205,0.98942858
206,0.98942858
207,0.989714265
208,0.990285695
209,0.989714265
210,0.989142835
211,0.989714265
212,0.98942858
213,0.99000001
214,0.989142835
215,0.989714265
216,0.989714265
217,0.989714265
218,0.99000001
219,0.989714265
220,0.990285695
221,0.990285695
222,0.98942858
223,0.99000001
224,0.989714265
225,0.99000001
226,0.98942858
227,0.989714265
228,0.99000001
229,0.98942858
230,0.990285695
231,0.990285695
232,0.98942858
233,0.99000001
234,0.989714265
235,0.98942858
236,0.990571439
237,0.98942858
238,0.989714265
239,0.989714265
240,0.990285695
241,0.98885715
242,0.99000001
243,0.989142835
244,0.989714265
245,0.99000001
246,0.989142835
247,0.990285695
248,0.989714265
249,0.989714265
250,0.989142835
251,0.99000001
252,0.990571439
253,0.990285695
254,0.989714265
255,0.99000001
256,0.989714265
257,0.98885715
258,0.989714265
259,0.989714265
260,0.99000001
261,0.989714265
262,0.99000001
263,0.99000001
264,0.989714265
265,0.989714265
266,0.990285695
267,0.988571405
268,0.99000001
269,0.989714265
270,0.99000001
271,0.989714265
272,0.99000001
273,0.990571439
274,0.99000001
275,0.989714265
276,0.989714265
277,0.99000001
278,0.989142835
279,0.99000001
280,0.990285695
281,0.99000001
282,0.989714265
283,0.99000001
284,0.990285695
285,0.99000001
286,0.990857124
287,0.990571439
288,0.990285695
289,0.990857124
290,0.99000001
291,0.989714265
292,0.99000001
293,0.989714265
294,0.98942858
295,0.989714265
296,0.991142869
297,0.989714265
298,0.988571405
299,0.989714265
300,0.99000001
301,0.990571439
302,0.990571439
303,0.98942858
304,0.990571439
305,0.99000001
306,0.990571439
307,0.989714265
308,0.98942858
309,0.99000001
310,0.990571439
311,0.99000001
312,0.99000001
313,0.99000001
314,0.989714265
315,0.990285695
316,0.99000001
317,0.990571439
318,0.990571439
319,0.99000001
320,0.990571439
321,0.99000001
322,0.990571439
323,0.99000001
324,0.99000001
325,0.990285695
326,0.990285695
327,0.990571439
328,0.989714265
329,0.989714265
330,0.990857124
331,0.99000001
332,0.990857124
333,0.989714265
334,0.99000001
335,0.99000001
336,0.990571439
337,0.990285695
338,0.99000001
339,0.990285695
340,0.989714265
341,0.990857124
342,0.99000001
343,0.989714265
344,0.990857124
345,0.99000001
346,0.990857124
347,0.990285695
348,0.990285695
349,0.990285695
350,0.989714265
351,0.990285695
352,0.990571439
353,0.990285695
354,0.990285695
355,0.990857124
356,0.990571439
357,0.990285695
358,0.99000001
359,0.99000001
360,0.99000001
361,0.990571439
362,0.990857124
363,0.99000001
364,0.99000001
365,0.990285695
366,0.99000001
367,0.990285695
368,0.990285695
369,0.990285695
370,0.990285695
371,0.990571439
372,0.990285695
373,0.990571439
374,0.99000001
375,0.990857124
376,0.99000001
377,0.990571439
378,0.990285695
379,0.990285695
380,0.990571439
381,0.990285695
382,0.990285695
383,0.990285695
384,0.99000001
385,0.990571439
386,0.990571439
387,0.99000001
388,0.990857124
389,0.99000001
390,0.991142869
391,0.990285695
392,0.991142869
393,0.990857124
394,0.990285695
395,0.99000001
396,0.990857124
397,0.990285695
398,0.99000001
399,0.990285695
400,0.99000001
401,0.990571439
402,0.990285695
403,0.990571439
404,0.990571439
405,0.990285695
406,0.990285695
407,0.990571439
408,0.990857124
409,0.99000001
410,0.990285695
411,0.990285695
412,0.990285695
413,0.990285695
414,0.990571439
415,0.990285695
416,0.990285695
417,0.989714265
418,0.990285695
419,0.990571439
420,0.990571439
421,0.990571439
422,0.990857124
423,0.99000001
424,0.990857124
425,0.990857124
426,0.990571439
427,0.990285695
428,0.990571439
429,0.990857124
430,0.989142835
431,0.990285695
432,0.99000001
433,0.990571439
434,0.990285695
435,0.990571439
436,0.990285695
437,0.990857124
438,0.990285695
439,0.990571439
440,0.990571439
441,0.990571439
442,0.990571439
443,0.990571439
444,0.990571439
445,0.990857124
446,0.990285695
447,0.990857124
448,0.990285695
449,0.990571439
450,0.990857124
451,0.99000001
452,0.990857124
453,0.990571439
454,0.990285695
455,0.990571439
456,0.990285695
457,0.990285695
458,0.990571439
459,0.990285695
460,0.990571439
461,0.990571439
462,0.990857124
463,0.990857124
464,0.99000001
465,0.99000001
466,0.99000001
467,0.990857124
468,0.990571439
469,0.99000001
470,0.990857124
471,0.990285695
472,0.990285695
473,0.990571439
474,0.990571439
475,0.990285695
476,0.990571439
477,0.990285695
478,0.991142869
479,0.990571439
480,0.991142869
481,0.990571439
482,0.990571439
483,0.991142869
484,0.990857124
485,0.990285695
486,0.990571439
487,0.990571439
488,0.990285695
489,0.990571439
490,0.990857124
491,0.990285695
492,0.990285695
493,0.990285695
494,0.990571439
495,0.990857124
496,0.990571439
497,0.990571439
498,0.990857124
499,0.990571439
500,0.990285695
501,0.990857124
502,0.989714265
503,0.991142869
504,0.990571439
505,0.990285695
506,0.990571439
507,0.990571439
508,0.990571439
509,0.990285695
510,0.990571439
511,0.990571439
512,0.990285695
513,0.990285695
514,0.990571439
515,0.991142869
516,0.990285695
517,0.991142869
518,0.990571439
519,0.990571439
520,0.990857124
521,0.990571439
522,0.990571439
523,0.990285695
524,0.990857124
525,0.990571439
526,0.990571439
527,0.990857124
528,0.990285695
529,0.990571439
530,0.990285695
531,0.990571439
532,0.991142869
533,0.990857124
534,0.990285695
535,0.990857124
536,0.990571439
537,0.990285695
538,0.990571439
539,0.990571439
540,0.991142869
541,0.990285695
542,0.990571439
543,0.990571439
544,0.990571439
545,0.990571439
546,0.990571439
547,0.991142869
548,0.990857124
549,0.990571439
550,0.990857124
551,0.990571439
552,0.990571439
553,0.990571439
554,0.990571439
555,0.990285695
556,0.990571439
557,0.990285695
558,0.990285695
559,0.990571439
560,0.990571439
561,0.990571439
562,0.990857124
563,0.990571439
564,0.99000001
565,0.990571439
566,0.990857124
567,0.990857124
568,0.990857124
569,0.990857124
570,0.990857124
571,0.990571439
572,0.990857124
573,0.990571439
574,0.990857124
575,0.991142869
576,0.990571439
577,0.990285695
578,0.990571439
579,0.99000001
580,0.991142869
581,0.990857124
582,0.990857124
583,0.990571439
584,0.990571439
585,0.990857124
586,0.990571439
587,0.990857124
588,0.990571439
589,0.990571439
590,0.990857124
591,0.990857124
592,0.991142869
593,0.990571439
594,0.990857124
595,0.990571439
596,0.990857124
597,0.990571439
598,0.991142869
599,0.990857124
600,0.990285695
601,0.990857124
602,0.990857124
603,0.990857124
604,0.990571439
605,0.990571439
606,0.990571439
607,0.990857124
608,0.990571439
609,0.990857124
610,0.990857124
611,0.990285695
612,0.990285695
613,0.990857124
614,0.990857124
615,0.99000001
616,0.990857124
617,0.990571439
618,0.990857124
619,0.990857124
620,0.991142869
621,0.991142869
622,0.990857124
623,0.990571439
624,0.990857124
625,0.991142869
626,0.990571439
627,0.990571439
628,0.990857124
629,0.990285695
630,0.990571439
631,0.991142869
632,0.990857124
633,0.990857124
634,0.990571439
635,0.990857124
636,0.990571439
637,0.990857124
638,0.990285695
639,0.990857124
640,0.990285695
641,0.990571439
642,0.990857124
643,0.991428554
644,0.990571439
645,0.990857124
646,0.990857124
647,0.990857124
648,0.991142869
649,0.990571439
650,0.990857124
651,0.990857124
652,0.990857124
653,0.990857124
654,0.991142869
655,0.990571439
656,0.990857124
657,0.990571439
658,0.990857124
659,0.990571439
660,0.990571439
661,0.990857124
662,0.990571439
663,0.990857124
664,0.991142869
665,0.990571439
666,0.990857124
667,0.990571439
668,0.990857124
669,0.990857124
670,0.990857124
671,0.990857124
672,0.990857124
673,0.991142869
674,0.990571439
675,0.990857124
676,0.991428554
677,0.990857124
678,0.990857124
679,0.99000001
680,0.990571439
681,0.990285695
682,0.990571439
683,0.990571439
684,0.990857124
685,0.991142869
686,0.990857124
687,0.990857124
688,0.991142869
689,0.990857124
690,0.990857124
691,0.990571439
692,0.991142869
693,0.990857124
694,0.991142869
695,0.990857124
696,0.990857124
697,0.990857124
698,0.990857124
699,0.990857124
700,0.990857124
701,0.990857124
702,0.990857124
703,0.990857124
704,0.990571439
705,0.990571439
706,0.990571439
707,0.990857124
708,0.990857124
709,0.990857124
710,0.990857124
711,0.990571439
712,0.990571439
713,0.990571439
714,0.991142869
715,0.990857124
716,0.990857124
717,0.990857124
718,0.990857124
719,0.990857124
720,0.990857124
721,0.990857124
722,0.991142869
723,0.991142869
724,0.990857124
725,0.990857124
726,0.991142869
727,0.990857124
728,0.990571439
729,0.991142869
730,0.990857124
731,0.990857124
732,0.990571439
733,0.990857124
734,0.990857124
735,0.990857124
736,0.990571439
737,0.990857124
738,0.990857124
739,0.990571439
740,0.990857124
741,0.991142869
742,0.990857124
743,0.990857124
744,0.990571439
745,0.990857124
746,0.991142869
747,0.990571439
748,0.990857124
749,0.990857124
750,0.991142869
751,0.990857124
752,0.991142869
753,0.990857124
754,0.990571439
755,0.991142869
756,0.990857124
757,0.990571439
758,0.990857124
759,0.990285695
760,0.990857124
761,0.990857124
762,0.990571439
763,0.990571439
764,0.990857124
765,0.991142869
766,0.990857124
767,0.990571439
768,0.991142869
769,0.991142869
770,0.990571439
771,0.990857124
772,0.990285695
773,0.990857124
774,0.990857124
775,0.990857124
776,0.990857124
777,0.990857124
778,0.990857124
779,0.991142869
780,0.990857124
781,0.990857124
782,0.990857124
783,0.991142869
784,0.991142869
785,0.990857124
786,0.990857124
787,0.990857124
788,0.990857124
789,0.991142869
790,0.990857124
791,0.990857124
792,0.990857124
793,0.990857124
794,0.990285695
795,0.991142869
796,0.990857124
797,0.991142869
798,0.991142869
799,0.990857124
800,0.990857124
801,0.990857124
802,0.990857124
803,0.990571439
804,0.990857124
805,0.991142869
806,0.990571439
807,0.991142869
808,0.990857124
809,0.991142869
810,0.990857124
811,0.991142869
812,0.990857124
813,0.991142869
814,0.991142869
815,0.990857124
816,0.990857124
817,0.991142869
818,0.991142869
819,0.991142869
820,0.991142869
821,0.991142869
822,0.990857124
823,0.991142869
824,0.990857124
825,0.991142869
826,0.991142869
827,0.990857124
828,0.991142869
829,0.990857124
830,0.991142869
831,0.990571439
832,0.990857124
833,0.990857124
834,0.991142869
835,0.990857124
836,0.991142869
837,0.991142869
838,0.990857124
839,0.990857124
840,0.991142869
841,0.991142869
842,0.991142869
843,0.990857124
844,0.990857124
845,0.990571439
846,0.990857124
847,0.990857124
848,0.991142869
849,0.991142869
850,0.990857124
851,0.990857124
852,0.990571439
853,0.991142869
854,0.991142869
855,0.990857124
856,0.991142869
857,0.991142869
858,0.990857124
859,0.991142869
860,0.990857124
861,0.991142869
862,0.990857124
863,0.990571439
864,0.990857124
865,0.990857124
866,0.991142869
867,0.991142869
868,0.991142869
869,0.991142869
870,0.990857124
871,0.991142869
872,0.990857124
873,0.991142869
874,0.990857124
875,0.990857124
876,0.991142869
877,0.990857124
878,0.991142869
879,0.991142869
880,0.991142869
881,0.990857124
882,0.990857124
883,0.990285695
884,0.990857124
885,0.991142869
886,0.990857124
887,0.991142869
888,0.990285695
889,0.990857124
890,0.990857124
891,0.990857124
892,0.991142869
893,0.990857124
894,0.990857124
895,0.990857124
896,0.990857124
897,0.991142869
898,0.990857124
899,0.990857124
900,0.991142869
901,0.990571439
902,0.990857124
903,0.991142869
904,0.990285695
905,0.990857124
906,0.990857124
907,0.991142869
908,0.991142869
909,0.991142869
910,0.991142869
911,0.990857124
912,0.991142869
913,0.991142869
914,0.990857124
915,0.990857124
916,0.990857124
917,0.991142869
918,0.990857124
919,0.990857124
920,0.991142869
921,0.991142869
922,0.991142869
923,0.991428554
924,0.991142869
925,0.991142869
926,0.991142869
927,0.990857124
928,0.990857124
929,0.991142869
930,0.991142869
931,0.990857124
932,0.991142869
933,0.991142869
934,0.990857124
935,0.991142869
936,0.991142869
937,0.990857124
938,0.990857124
939,0.990857124
940,0.991142869
941,0.991142869
942,0.990571439
943,0.991428554
944,0.991428554
945,0.990571439
946,0.990857124
947,0.991142869
948,0.991142869
949,0.990857124
950,0.990857124
951,0.990857124
952,0.991142869
953,0.990857124
954,0.991142869
955,0.991142869
956,0.991142869
957,0.991142869
958,0.990857124
959,0.991142869
960,0.990857124
961,0.990857124
962,0.991142869
963,0.991142869
964,0.990571439
965,0.991142869
966,0.991142869
967,0.991142869
968,0.990857124
969,0.991142869
970,0.990857124
971,0.991142869
972,0.990857124
973,0.991142869
974,0.990857124
975,0.991142869
976,0.990857124
977,0.990857124
978,0.990857124
979,0.990571439
980,0.991142869
981,0.991142869
982,0.990857124
983,0.990857124
984,0.991142869
985,0.990857124
986,0.991428554
987,0.991142869
988,0.990857124
989,0.991142869
990,0.991142869
991,0.990857124
992,0.990857124
993,0.990857124
994,0.991142869
995,0.991142869
996,0.990857124
997,0.991142869
998,0.990857124
999,0.990857124
